Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript,Winning Path One,Winning Path Two
Monte Carlo Beeline 3,Parallel MCTS,Two,Normal,36,111206,73,S02 S19 G S22 N17 G S34 S13 G N36 S04 G S24 S08 G N23 N10 G S25 N26 G N23+ S04 G S09 N33+ G N34 N37 G S36 S26 G S27 N35 G,,N26 N25 N24 N23 N22 S32 S31 S30 S29 S28 S27 S26
Monte Carlo Tree Search,Monte Carlo Tree Search,One,Normal,18,54090,48,S22 S30 G N24 S28 G N13 S11 G N11 S13 G S01 N30 G N29 S01+ G,N13 N14 N31 N32 S22 S23 S08 S07 S01 S02 S03 S13,
Monte Carlo Beeline 4,Monte Carlo Tree Search,One,Normal,18,55891,35,N35 S07 G N29 S21 G S19 N32 G N22 S23 G S24 S39 G N09 S06 G,N18 N17 N35 N34 S24 S23 S22 S21 S06 S20 S19 S18,
Monte Carlo Beeline 3,Monte Carlo Tree Search,One,Normal,19,59819,64,S19 N27 G S33 S34 G N22 S17 G S28 S36 G S37 N08 G N06 S34 G S21,N21 N22 N23 N24 S34 S35 S36 S37 S18 S19 S20 S06 S21,
Parallel MCTS Beeline,Monte Carlo Tree Search,Two,Normal,21,65144,37,S28 S16 G N09 N02 G S08 S09 G N13 S02 G N29 N12 G N26 N11 G N29 N11 G,,N14 N13 N12 N11 N27 N26 S36 S35 S17 S16 S15 S14
Monte Carlo Beeline 4,Parallel MCTS Beeline,Two,Normal,21,67367,35,N35 S40 G S02 N29 G N40 N31 G S31 S13 G N13 S28 G S29 N37 G N21+ S15 G,,S32 S31 S30 S29 S28 S27 S11 S10 S02 S01 S07 S06 S21 S22 N32
Monte Carlo Beeline 4,Parallel MCTS,Two,Normal,21,67390,38,N37 N25 G N15 S34 G S30 S32 G N01 N08 G N23 N21 G N06 N32 G S31 S33 G,,N33 N15 N16 N04 N05 N01 N07 N06 N21 N22 S32 S33
Parallel MCTS,Monte Carlo Tree Search,Two,Normal,22,67601,55,S25 N06 G S16 S15 G S12 S34 G N33 N23 G S32 N24 G N24+ N23 G S22 N25+ G S01,,N01 N07 N08 N09 N25 N26 S36 S35 S17 S16 S04 S05 S01
Monte Carlo Beeline 3,Parallel MCTS Beeline,Two,Normal,22,68452,36,N38 N01 G S33 N08 G S16 N40 G N17 S38 G N06 N20 G S13 S03 G S10 N26 G N20,,N35 N17 N16 N04 N05 N19 N20 N39 N40 S30 S31 S32 S33 S34 S35
Monte Carlo Beeline 3,Monte Carlo Beeline 3,Two,Normal,22,68714,64,S19 N32 G S09 S27 G S02 N27 G S37 N23 G N28 N10 G N12 S10 G N09 N35 G S35,,N35 N34 N33 N15 N14 N13 N12 N11 N27 N26 S36 S35
Parallel MCTS Beeline,Monte Carlo Beeline 3,Two,Normal,24,71030,19,N18 S28 G S34 N25 G S36 N08 G S09 S30 G S13 N39 G N06 S08 G N10 S08 G N11 N01 G,,N08 N07 N06 N20 N39 N38 S28 S27 S26 S25 S09 S08
Monte Carlo Tree Search,Parallel MCTS,One,Normal,24,73011,48,S22 N05 G S11 S27 G S38 S24 G N36 S09 G N25 N23 G S23 S08 G N08 N09 G S23 N09 G,N09 N25 N26 S36 S37 S38 S39 S20 S06 S07 S08 S09,
Parallel MCTS,Parallel MCTS Beeline,One,Normal,24,77030,27,N27 S31 G N37 N33 G S16 S35 G S18 S33 G N24 S03 G S05 N31 G S04+ N30 G S04 N14+ G,N34 N33 N15 N14 N13 N12 N11 N10 N09 N25 N24 S34,
Monte Carlo Beeline 3,Monte Carlo Beeline 4,Two,Normal,24,77059,13,N04 N16 G N39 S32 G N35 N16+ G N31 S40 G N13 S14 G N29 S22 G S16 N14+ G N18+ S31 G,,S28 N38 N39 N20 N19 N18 N17 N16 N15 N14 N31 N30 N29 N28
Parallel MCTS Beeline,Parallel MCTS,One,Normal,25,77453,37,S28 N06 G N13 N01 G S16 N37 G N25 S37 G N27 N28 G N28+ S26 G N34 S13 G S34 N36 G S31,S36 S35 S17 S16 S15 S14 S31 S30 S29 S28 S27 S26 N36,
Parallel MCTS Beeline,Monte Carlo Beeline 4,One,Normal,25,78171,46,S39 S38 G N20 N19 G S29 N20+ G N30 N40 G S01 N39+ G S22 N40 G S03 S38+ G N11 S40 G S21,N21 N40 S30 S29 S12 S13 S03 S02 S01 S07 S06 S21,
Monte Carlo Tree Search,Monte Carlo Beeline 3,Two,Normal,28,87104,36,N38 S09 G S31 S32 G N33 N20 G N35 N07 G N05 N19 G N16 N03 G N13 N23 G N02 N34 G N25 N06 G N34,,N06 N20 N19 N18 N17 N35 N34 S24 S23 S08 S07 S06
Monte Carlo Beeline 4,Monte Carlo Beeline 3,Two,Normal,28,87254,35,N35 N31 G S01 S07 G S04 S24 G S26 N29 G N01 S38 G N38 S28 G S36 N27 G S11 S13 G N28 S27 G N28,,N27 N28 S38 S39 S40 N30 N31 N32 S22 S23 S24 S25 S26 S27
Parallel MCTS,Parallel MCTS,Two,Normal,28,91044,5,N02 N17 G N30 N31 G N22 N13 G S03 S29 G S10 S11 G S27 S05 G N14 N03 G S18 S12 G S12+ N15+ G S39+,,N38 N37 N18 N17 N16 N04 N03 N13 N12 N29 N28 S38
Monte Carlo Beeline 3,Parallel MCTS,Two,Normal,30,96138,36,N38 S04 G N23 S34 G S32 S36 G N36 N02 G S10 N05 G N07 N25 G S07 S12 G N12 N11 G N28 N12+ G N27+ S40 G,,N12 N11 N27 N26 S36 S35 S17 S16 S04 S03 S13 S12
Monte Carlo Tree Search,Parallel MCTS Beeline,One,Normal,30,96186,48,S22 S32 G N10 S12 G N03 N31 G N16 N29 G N19 N13 G N13 N12 G N12+ S09 G N04 S05 G S17 N38 G N39 S39+ G,N12 N29 N30 S40 S21 S06 S07 S01 S02 S03 S13 S12,
Parallel MCTS,Monte Carlo Beeline 3,One,Normal,31,96354,78,S12 S24 G N05 S06 G N35 S01 G N33 N15 G S04 N18 G S17 N15+ G N34 N37 G N36 S28+ G S26 N24 G S05 S03 G S05,N14 N31 N30 S40 S39 S20 S19 S05 S04 S03 S13 S14,
Parallel MCTS,Monte Carlo Beeline 4,One,Normal,31,97178,78,S12 S04 G N23 N07 G S17 N28 G S30 N25 G S39 S15 G S21 S07 G N19 S20 G S20 S36 G S06 N18 G S19 N38+ G N18,N18 N19 N05 N01 N07 N08 N09 N25 N26 S36 S37 S18,
Parallel MCTS Beeline,Parallel MCTS Beeline,Two,Normal,34,105908,19,N18 N29 G N08 S23 G N21 N20 G N38 N10 G N26 N01 G S10 S11 G N03 N04 G S15 S16 G S04 S17 G S05 N03 G S05 N16 G N15,,N20 N19 N05 N04 N16 N15 N14 N31 N30 S40 S39 S20
Monte Carlo Beeline 4,Monte Carlo Beeline 4,Two,Normal,34,106079,35,N35 S24 G N13 S22 G N04 N16 G S17 S35 G S10 N38 G S37 N33 G N28 N18 G S29 S13 G S31 S03 G S12 N15 G N15 N03 G N04,,N12 N13 N03 N04 N16 N17 N18 N37 N38 S28 S29 S12
Monte Carlo Tree Search,Monte Carlo Beeline 4,Two,Normal,40,125574,13,N04 N16 G N39 N18 G S28 N16+ G N05 N04 G S04 S18 G S13 N04+ G N10 N05 G N05 S34 G N16 N17 G N25 N09+ G S17 S35 G N35 S17+ G S35 N25 G S35,,N35 N34 N33 N32 S22 S21 S06 S20 S39 S38 S37 S36 S35
Monte Carlo Beeline 4,Parallel MCTS,One,Normal,19,60989,25,S36 S34 G S05 N23 G N34 N21 G N15 S40 G S22 S06 G S32 N08+ G N22,N22 N23 N08 N09 N25 N26 S36 S37 S38 S39 S40 S21 S22,
Parallel MCTS Beeline,Monte Carlo Tree Search,Two,Normal,21,65538,54,S27 S10 G S14 S03 G N14 S29 G N23 S25 G N28 S09+ G S11 N22 G N22 S34 G,,N08 N23 N24 S34 S33 S32 S31 S30 S29 S12 S11 S10 S09 S08
Parallel MCTS Beeline,Parallel MCTS,Two,Normal,21,67573,68,S07 N31 G N36 S29 G S37 N27 G N24 N34 G N17 N22 G N35+ N25 G N40 N26+ G,,N22 N23 N24 N25 N26 N27 N28 N29 N30 N31 N32 S22
Parallel MCTS,Monte Carlo Beeline 3,Two,Normal,22,68547,40,S34 S11 G N19 N05 G S07 S05 G S19 S03 G S17 N08 G N25 N11 G N25 N38 G N07,,N09 N08 N07 N06 N20 N39 N38 S28 S27 S11 S10 S09
Monte Carlo Tree Search,Monte Carlo Beeline 3,Two,Normal,22,68642,41,N24 S13 G S23 N32 G N18 N19 G N40 N28 G N18+ N30 G S06 N12 G N31+ S01 G S21,,N21 N40 S30 S31 S14 S13 S03 S02 S01 S07 S06 S21
Parallel MCTS,Parallel MCTS Beeline,Two,Normal,22,69026,41,N24 S28 G N01 N39 G N36 N37 G N19 N03 G S05 S02 G S10 S07 G N02 S15 G S01,,N01 N05 N19 N18 N37 N38 S28 S27 S11 S10 S02 S01
Monte Carlo Tree Search,Monte Carlo Tree Search,One,Normal,24,76035,41,N24 N02 G N40 N20 G S20 N06 G S14 N07 G N33 S18 G N37 N28 G S37 S38 G S37 N30 G,N07 N08 N09 N25 N26 N27 N28 N29 N30 S40 S21 S06 S07,
Monte Carlo Beeline 4,Parallel MCTS Beeline,Two,Normal,24,76914,25,S36 N40 G N02 N01 G N01+ N10 G N08 S29 G S14 N36 G S24 N12 G N37 S20 G N37 S27 G,,N23 N22 N21 N40 N39 N38 N37 N36 S26 S25 S24 S23
Monte Carlo Tree Search,Monte Carlo Beeline 4,One,Normal,24,77047,2,N08 N03 G N19 N12 G S31 N30 G N14 S39 G S12 S29 G N40 S12+ G N39 N10 G N40+ N25+ G,N11 N27 N26 N25 N24 S34 S33 S15 S14 S13 S12 S11,
Monte Carlo Beeline 3,Monte Carlo Beeline 3,One,Normal,25,77765,41,N24 S13 G S22 N32 G N40 N22 G S06 S31 G N29 S32 G N35 N19 G S33 S32 G N16 S16 G N27,N33 N15 N14 N31 N30 N29 N28 N27 N26 N25 N24 S34 S33,
Parallel MCTS,Parallel MCTS,One,Normal,25,79010,69,S01 S33 G S10 S12 G N39 S03 G S26 S14 G N03 S15+ G N24 S11 G S04 N12 G S22 S13 G N05,N13 N03 N04 N05 N19 N20 N39 N38 S28 S29 S12 S13,
Monte Carlo Beeline 4,Monte Carlo Tree Search,One,Normal,25,79648,54,S27 S10 G S29 S30 G N33 N39 G N21 N28 G S29 N35 G S35 S24 G N24 N26 G N09 S29 G S28,N14 N15 N33 N34 S24 S25 S26 S27 S28 S29 S30 S31 S14,
Parallel MCTS Beeline,Parallel MCTS Beeline,One,Normal,25,81783,30,N29 S37 G S21 S19 G S39 S04 G N38 S08 G N36 S25 G N05 N01 G S06 S10 G N08 N10 G N01,N07 N01 N02 N10 N11 N27 N28 S38 S39 S20 S06 S07,
Parallel MCTS Beeline,Monte Carlo Beeline 3,One,Normal,27,86593,64,S19 N03 G N36 N35 G N31 N33 G S14 N34 G S07 S17 G S23 N32 G N19 N24 G N25 S33 G N23 S12 G,N18 N17 N35 N34 N33 N32 N31 N30 S40 S39 S38 S37 S18,
Monte Carlo Beeline 4,Monte Carlo Beeline 4,Two,Normal,28,87368,54,S27 S26 G N38 N25 G S22 S34 G N22 N18 G S20 N37+ G N40 S32 G N17+ S18 G S38 N32+ G S37 N37+ G S37,,N38 N39 N40 N21 N22 S32 S33 S34 S35 S17 S18 S37 S38
Monte Carlo Beeline 3,Parallel MCTS Beeline,One,Normal,29,93431,41,N24 N13 G S35 S34 G S12 S14 G S05 S40 G S08 S22 G S30 N40 G S38 N21 G S06 S21 G N21 S37 G N10 S37,N21 N22 N23 N24 N25 N26 S36 S37 S38 S39 S40 S21,
Monte Carlo Beeline 3,Monte Carlo Beeline 4,Two,Normal,30,96262,41,N24 S40 G S16 S18 G N20 N06 G S05 S06 G S07 N06+ G S08 N05 G S08 S20 G S19 S31 G N14 N02 G S13+ S28 G,,N12 N29 N30 S40 S39 S20 S19 S05 S04 S03 S13 S12
Parallel MCTS Beeline,Monte Carlo Beeline 4,One,Normal,31,96861,3,N06 N07 G S17 N02 G S08 N04 G N11 N10 G S11 N07 G N24 N01 G N01 S22 G S06 N06 G N01 N29 G S06 N32 G N07,N07 N06 N21 N40 S30 S29 S12 S11 S10 S02 S01 S07,
Monte Carlo Tree Search,Parallel MCTS Beeline,One,Normal,31,97642,2,N08 N02 G S37 N11 G S40 N25 G S01 N09+ G S25 N29 G S30 N12+ G N30+ N29 G N29 N38 G N13 N14 G N39 S28 G N13+,N09 N10 N11 N12 N13 N14 N31 N32 S22 S23 S24 S25 S09,
Parallel MCTS,Monte Carlo Beeline 4,One,Normal,31,100903,73,S02 S25 G N13 N10 G S30 S13 G N27 N11 G S11 S12 G S27 S11+ G S37 N26 G S28 N29 G S29 S21 G N28 S12+ G N28,N01 N02 N10 N11 N12 N29 N28 S38 S37 S18 S19 S05 S01,
Monte Carlo Beeline 3,Monte Carlo Tree Search,Two,Normal,33,103415,2,N08 N31 G S25 S24 G N18 N35 G S17 N28 G S39 N11 G N26 S15 G N34 N16 G S21 N17 G S16 S05 G N03+ S02 G S02 N35 G,,N11 N12 N13 N14 N15 N33 N34 N35 N36 S26 S27 S11
Monte Carlo Beeline 3,Parallel MCTS,Two,Normal,33,105893,41,N24 N11 G N19 N02 G S05 S33 G S35 S36 G N17 N16 G S18 N14 G S22 N32 G S29 N18 G S19 S18+ G S12 S37 G N03 S08 G,,N30 N29 N28 S38 S37 S18 S17 S16 S15 S14 S31 S30
Monte Carlo Tree Search,Parallel MCTS,Two,Normal,34,106062,41,N24 S38 G S33 S18 G S40 S35 G N31 S36 G S36+ S06 G S35 N38 G S11 N20 G S02 N21 G N40 S30 G S23 S01 G N40 N11 G S01,,N13 N14 N31 N32 S22 S23 S08 S07 S01 S02 S03 S13
Parallel MCTS,Monte Carlo Tree Search,One,Normal,37,115569,2,N08 N17 G N27 N15 G N03 N01 G N10 N19 G S07 N18+ G N19 N09+ G N02 S02 G S05 N07 G S11 N10+ G N02 N01 G N10 S12 G S12 S18 G N10+,N07 N08 N09 N10 N02 N03 N13 N14 N31 N32 S22 S23 S08 S07,
Monte Carlo Beeline 4,Monte Carlo Beeline 3,Two,Normal,40,121154,60,S16 S13 G S05 S04 G N10 S35 G N33 S25 G N24 S34 G N36 S28 G S38 N28 G N29 N26 G N39 S18 G S27 S26 G S37 N26 G S37 S38 G S38 S27 G N26,,N14 N31 N30 N29 N28 N27 N26 S36 S35 S34 S33 S15 S14
Parallel MCTS,Monte Carlo Tree Search,One,Normal,18,57738,41,N24 N15 G S20 N17 G N01 N05 G N37 N01+ G N19 S17 G N16 N18+ G,N35 N17 N18 N19 N05 N01 N07 N08 N23 N24 S34 S35,
Parallel MCTS,Monte Carlo Beeline 3,One,Normal,18,57807,27,N27 N04 G S36 N23 G S40 S32 G S24 N21 G N09 N33 G S30 N02 G,N21 N22 N23 N08 N09 N10 N11 N12 N29 N30 S40 S21,
Monte Carlo Beeline 4,Parallel MCTS,One,Normal,19,58930,48,S22 N26 G S14 N11 G S27 N29 G N38 N13 G N31 N15 G S12 S10 G S09,N10 N11 N12 N13 N14 N31 N32 S22 S23 S08 S09 S10,
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,19,58989,1,N01 S23 G S04 S32 G N31 S34 G S06 S32+ G N13 N23 G N21 N13+ G N23,N14 N13 N03 N02 N01 N07 N08 N23 N22 S32 S31 S14,
Monte Carlo Beeline 4,Monte Carlo Tree Search,Two,Normal,21,63906,48,S22 S30 G S36 N12 G N25 N10 G N28 N01 G S34 S16 G N04 S14 G N02 S14 G,,S28 S29 S30 S31 S14 S15 S16 S17 S18 S37 S38 N28
Parallel MCTS Beeline,Monte Carlo Tree Search,Two,Normal,21,67352,31,N31 S19 G S28 S01 G N02 S08 G S15 S06 G S21 S20+ G S06 N21 G N07 S13 G,,N37 N38 S28 S29 S12 S13 S14 S15 S16 S17 S18 S37
Monte Carlo Beeline 3,Parallel MCTS,Two,Normal,21,67392,45,N28 N24 G N03 S03 G S35 S14 G S11 S08 G N34 N35 G N36 S13 G N14 S25 G,,N25 N09 N10 N02 N03 N04 N16 N17 N35 N36 S26 S25
Parallel MCTS Beeline,Monte Carlo Beeline 3,Two,Normal,22,68584,60,S16 S28 G N01 S06 G N33 N34 G S22 N06 G N22 S32 G N31 N40 G N18 N32 G S25,,N31 N32 S22 S23 S24 S25 S26 S27 S28 S29 S30 S31
Monte Carlo Tree Search,Parallel MCTS,Two,Normal,22,70915,61,S04 S40 G S09 S28 G S36 S13 G N11 N10 G S02 N25 G N11+ N28 G N10 N09 G N27+,,N09 N25 N26 N27 N11 N12 N29 N30 S40 S21 S22 S23 S08 S09
Monte Carlo Beeline 3,Monte Carlo Tree Search,Two,Normal,22,72064,45,N28 N12 G N23 N03 G S12 N37 G N40 N35 G S24 S17 G S05 S35 G S02 S34 G S34+,,N18 N37 N38 N39 N40 N21 N22 S32 S33 S34 S35 S17 S18
Parallel MCTS,Parallel MCTS Beeline,Two,Normal,22,72242,40,S34 N14 G N18 S39 G S22 N23 G S37 N27 G N21 S12 G S28 N38 G N38+ S26 G S27,,N13 N14 N15 N16 N17 N35 N36 S26 S27 S11 S12 S13
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,24,76936,61,S04 S26 G N01 N37 G S29 S13 G S33 S11 G S10 S07 G S03 N13 G N16 N21 G N22 N16+ G,N12 N13 N14 N15 N16 N17 N18 N37 N38 S28 S29 S12,
Monte Carlo Beeline 3,Monte Carlo Beeline 3,One,Normal,24,77134,65,S05 S07 G N02 N28 G S23 S24 G S03 N04 G N14 S11 G S15 N15 G S30 S10 G S17 N18 G,N18 N17 N16 N15 N14 N13 N12 N29 N28 S38 S37 S18,
Parallel MCTS Beeline,Parallel MCTS,One,Normal,25,77858,22,N21 N40 G N23 N22 G N18 N23+ G S27 S33 G S06 N22 G N13 N33 G S22 N20 G N20+ S19 G S18,N18 N17 N16 N15 N33 N32 S22 S21 S06 S20 S19 S18,
Parallel MCTS,Monte Carlo Beeline 4,One,Normal,25,78180,17,N05 N19 G N08 N06 G N32 N02 G S04 N05 G S11 S21 G S31 S32 G S32+ N15 G N03 S25 G N15,S32 N22 N21 N06 N07 N01 N05 N04 N16 N15 N33 N32,
Monte Carlo Beeline 3,Parallel MCTS Beeline,Two,Normal,27,86610,65,S05 S23 G S38 S36 G N10 N25 G N27 S40 G S26 S11 G N30 N26 G S30 N26 G N30 N20 G N39 S14 G,,N23 N24 N25 N26 N27 N28 N29 N30 N31 N32 S22 S23
Monte Carlo Tree Search,Parallel MCTS Beeline,Two,Normal,28,87016,45,N28 N03 G S27 N22 G S10 N30 G N24 S29 G N08 N40 G S08 N38 G S05 S19 G S07 S17 G S05+ N20 G S01,,N01 N02 N03 N13 N14 N31 N30 S40 S21 S06 S07 S01
Monte Carlo Beeline 4,Monte Carlo Beeline 4,Two,Normal,28,90687,38,N37 S29 G N19 S19 G S10 S01 G N26 S07 G S07+ S25 G S04 N39 G S32 N20+ G N08 N39 G N21 S33 G N39,,N11 N27 N26 N25 N09 N08 N07 N06 N20 N39 N40 S30 S29 S12 S11
Parallel MCTS Beeline,Monte Carlo Beeline 4,Two,Normal,28,91418,76,S13 N12 G N35 N36 G S34 N38 G S25 S26 G S02 S11 G S09 S29 G N35 S28+ G S11 S38 G N15 N08 G N16+,,N08 N09 N10 N02 N03 N13 N14 N15 N33 N34 S24 S25 S09 S08
Monte Carlo Tree Search,Monte Carlo Beeline 4,One,Normal,30,94392,45,N28 S38 G S32 S22 G S34 N31 G N02 S14 G N21 N15 G S16 S40 G S30 S40 G S40 N30 G S07 N22 G N23 S02 G,N06 N21 N40 S30 S31 S14 S13 S03 S02 S01 S07 S06,
Monte Carlo Beeline 3,Monte Carlo Beeline 4,Two,Normal,30,96011,65,S05 S19 G S07 S26 G N14 S14 G N12 N29 G N17 N24 G N27 S35 G S36 S12 G N11+ N12 G S38 S11 G N28+ S10 G,,N08 N09 N10 N11 N27 N28 S38 S39 S20 S06 S07 S08
Parallel MCTS Beeline,Parallel MCTS Beeline,One,Normal,31,96721,35,N35 N39 G S24 N27 G N15 S26 G S06 S28 G S36 N03 G N37 N36 G N38 N13 G N30 N36 G N14 N13 G S13 N29+ G N30,N17 N16 N15 N14 N31 N30 N29 N28 S38 S37 S18 S17,
Parallel MCTS,Parallel MCTS,One,Normal,31,97283,14,N17 S33 G S02 S08 G S05 S06 G N09 N10 G N28 N27 G S07 S01 G N28+ N10 G S39 S10 G N11+ S11+ G S36+ S37+ G S27,N27 N11 N10 N02 N03 N04 N16 N17 N35 N36 S26 S27,
Monte Carlo Tree Search,Monte Carlo Tree Search,One,Normal,33,103476,65,S05 S27 G S21 S25 G S33 S08 G S02 S20 G N06 N22 G S23+ N09 G S09 N25 G N25+ N27 G S09 S38 G N26+ N27+ G N26 N03 G,N07 N01 N02 N10 N11 N27 N26 S36 S35 S17 S18 S19 S20 S06 S07,
Monte Carlo Beeline 4,Monte Carlo Beeline 3,Two,Normal,34,106042,71,S08 S26 G S01 S07 G N35 N36 G S36 N35+ G S18 S19 G N21 N25 G S15 S34 G S32 S18 G N39 S31 G N36 S33 G S33 N39 G N24,,S36 S35 S34 N24 N23 N22 N21 N40 N39 N38 N37 N36
Monte Carlo Tree Search,Monte Carlo Tree Search,One,Normal,18,55587,6,N11 S19 G S11 N38 G N15 N36 G N18 S25 G S24 N33 G N31 N33 G,N09 N10 N11 N12 N13 N14 N15 N33 N34 S24 S25 S09,
Parallel MCTS Beeline,Parallel MCTS,One,Normal,18,57758,36,N38 S34 G S01 N23 G N34 N21 G N14 N05 G N07 S25 G N25 S23 G,N23 N08 N07 N01 N05 N19 N18 N37 N36 N35 N34 S24 S23,
Parallel MCTS Beeline,Monte Carlo Tree Search,One,Normal,18,57772,53,N36 N28 G S10 S30 G S33 N38 G S07 S27 G S28 S34 G N37 S34 G,N34 N35 N36 S26 S27 S28 S29 S30 S31 S32 S33 S34,
Parallel MCTS,Parallel MCTS Beeline,One,Normal,21,67394,66,S18 S20 G S10 N29 G S14 S28 G S38 S07 G N27 N26 G S05 S37+ G S19 S25 G,N13 N12 N29 N28 S38 S37 S18 S17 S16 S15 S14 S13,
Monte Carlo Tree Search,Monte Carlo Beeline 4,One,Normal,21,67435,71,S08 S31 G N26 N27 G S39 S10 G S25 N09 G N10 N12 G S06 N36 G S20+ S15+ G,N08 N09 N10 N11 N27 N28 S38 S39 S20 S06 S07 S08,
Parallel MCTS,Monte Carlo Beeline 3,Two,Normal,22,68844,7,N09 S30 G S22 N39 G S12 S25 G S28 N36 G S26 S27 G S34 S29 G S36 S29 G S26,,S32 S31 S30 S29 S28 S27 S26 S25 S24 N34 N33 N32
Monte Carlo Tree Search,Parallel MCTS Beeline,Two,Normal,22,70591,6,N11 N37 G S32 N35 G S17 N16 G N13 N14 G N14+ S36 G S09 N24 G S23 S29 G N15,,N15 N16 N17 N18 N37 N38 S28 S29 S30 S31 S14 S15
Monte Carlo Beeline 4,Parallel MCTS,Two,Normal,22,70999,36,N38 N17 G S27 S28 G N01 S27+ G S03 S16 G N14 N03 G N34 N04 G N04 S18 G N04,,N03 N04 N16 N17 N35 N36 S26 S27 S11 S10 S02 S03
Parallel MCTS Beeline,Monte Carlo Beeline 4,Two,Normal,24,77016,48,S22 N31 G N35 N15 G S13 N04 G S34 N28 G S17 S29 G N13 S01 G S27 S26 G N38 N12 G,,N30 N31 N14 N13 N03 N04 N16 N17 N18 N37 N38 S28 S29 S30
Monte Carlo Beeline 3,Monte Carlo Tree Search,One,Normal,25,78283,6,N11 S19 G N36 S33 G S11 N24 G S22 N34 G S25 S35 G N15 S24 G S34 S14 G S26 S14 G N33,N33 N34 S24 S25 S09 S10 S11 S12 S13 S14 S15 S33,
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,25,79347,36,N38 N12 G S34 S15 G S17 S31 G S27 N25 G N34 S26 G N08 N22 G S12 N17 G S22 S29+ G S03,N18 N37 N38 S28 S29 S12 S13 S03 S04 S16 S17 S18,
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,25,79526,6,N11 N29 G S26 S18 G S22 N02 G S05 S19 G S33 N33 G S06 S21+ G N22 S32 G S06 S40 G N22+,N22 S32 S33 S34 S35 S17 S18 S19 S20 S39 S40 S21 S22,
Monte Carlo Beeline 4,Monte Carlo Tree Search,Two,Normal,27,84640,36,N38 S02 G N34 S24 G N23 S26 G S35 N27 G N09 N29 G N21 S11 G S25 S40 G S27 N31 G N28 N32+ G,,N35 N34 N33 N32 N31 N30 S40 S21 S06 S07 S01 S05 S19 S18 S17 S35
Monte Carlo Beeline 3,Monte Carlo Beeline 4,Two,Normal,27,86595,6,N11 N16 G N06 S21 G N24 N09 G S23 S09 G N22 S07 G N08+ S36 G N34 N32 G S19 S13 G S22 S14 G,,N08 N07 N01 N05 N04 N16 N15 N33 N32 S22 S23 S08
Monte Carlo Beeline 3,Parallel MCTS,Two,Normal,27,86602,6,N11 S39 G S33 N33 G S26 N13 G N35 N30 G S24 S40+ G N29 N21 G S03 N05 G N29+ S28 G N23 N30+ G,,N19 N05 N04 N03 N13 N12 N29 N30 S40 S39 S20 S19
Monte Carlo Beeline 3,Parallel MCTS Beeline,Two,Normal,28,87094,6,N11 S14 G S39 N39 G N35 S05 G N32 S22 G N30 N08 G N22 S07 G N01 S09 G N05 S24 G S01 S06 G N09,,N09 N08 N23 N22 S32 S31 S14 S13 S03 S02 S10 S09
Monte Carlo Beeline 4,Monte Carlo Beeline 3,Two,Normal,28,87090,36,N38 N39 G S29 S28 G N38+ N19 G S11 N01 G S21 S19 G N28 S04 G S17 S07 G N40 S39 G S37 S30 G S05,,N19 N20 N39 N40 S30 S29 S12 S11 S10 S02 S01 S05 S19
Monte Carlo Beeline 4,Monte Carlo Beeline 4,Two,Normal,28,87506,36,N38 S29 G S08 S22 G S38 S40 G N22 S10 G S05 S01 G S02 S03 G N12 S27 G S25 S24 G S26 N25 G S25+,,N08 N23 N22 S32 S31 S30 S29 S28 S27 S26 S25 S09 S08
Monte Carlo Tree Search,Parallel MCTS,Two,Normal,28,88741,6,N11 N15 G S20 S19 G N01 S37 G N38 N35 G S35 N18 G S22 N36 G N17 S16 G S18 S19+ G N17 S20+ G S17,,N16 N15 N14 N31 N30 S40 S39 S38 S37 S18 S17 S16
Parallel MCTS Beeline,Monte Carlo Beeline 3,Two,Normal,30,92067,1,N01 N16 G N39 S30 G N23 S32 G S06 S22 G N21 N40 G N30 N31 G S14 S25 G S10 N40 G S26 N14 G S26 N21 G,,N19 N18 N37 N36 S26 S25 S09 S10 S02 S01 S07 S06 S20 S19
Parallel MCTS,Monte Carlo Tree Search,Two,Normal,30,93185,14,N17 N09 G S19 N21 G S33 S32 G N14 S33+ G N19 S32 G S08 S12 G S36 S31 G S13 N23 G N23+ N24 G N24 S36+ G,,N02 N03 N13 N14 N31 N30 S40 S21 S06 S07 S01 S02
Parallel MCTS,Parallel MCTS,Two,Normal,30,93639,51,S21 N06 G S13 N16 G S19 N32 G N03 N02 G N14 N13 G S25 N02+ G N23 N13+ G S23 S08 G N23+ S23+ G S29+ N01 G,,S32 S31 S30 S29 S28 S27 S26 S25 S24 S23 S22 N32
Monte Carlo Beeline 3,Monte Carlo Beeline 3,One,Normal,31,94003,6,N11 N29 G N35 S28 G N07 S11 G S36 N31 G S21 S05 G N20 S02 G N27 N40 G N31 S31 G N22 S32 G N31 S02 G S32,N14 N13 N03 N02 N10 N09 N08 N23 N22 S32 S31 S14,
